search_term,product_name,unit_size,price,store,date,clean_price,normalized_qty,unit_type,unit_uncertain,price_per_unit,brand_type,category
Bananas,"Bake Shop Banana Nut Muffins, 4 count",14.1 oz,$4.29,Aldi,2026-03-04,False,4.29,14.1,oz,False,0.304255,National,Produce,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.45,Aldi,2026-03-04,False,2.45,48.0,oz,False,0.051042,National,Produce,False
Gala Apples,"Organic Gala Apples, 3 lb",3 lb,$4.75,Aldi,2026-03-04,False,4.75,48.0,oz,False,0.098958,National,Produce,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.39,Aldi,2026-03-04,False,2.39,1.0,count,False,2.39,National,Produce,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef, per lb",avg. 2 lb/package  ($5.49/lb),$10.98,Aldi,2026-03-04,False,10.98,32.0,oz,False,0.343125,National,Meat,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-03-04,False,7.43,21.28,oz,False,0.349154,National,Meat,False
Ground Beef 80/20,"Fresh  80%  Lean 20% Fat Ground Beef Patties Family Pack, 10 count",2.2 lb,$12.00,Aldi,2026-03-04,False,12.0,35.2,oz,False,0.340909,National,Meat,False
Ground Beef 80/20,"Never Any! Antibiotic Free 80% Lean Ground Pork, 16 oz",16 oz,$3.55,Aldi,2026-03-04,False,3.55,16.0,oz,False,0.221875,Private,Meat,False
Chicken Breast,Simply Nature Organic  Chicken  Breast Strips,avg. 1.25 lb/package  ($7.29/lb),$9.11,Aldi,2026-03-04,False,9.11,20.0,oz,False,0.4555,Private,Meat,False
Chicken Breast,Simply Nature Organic  Chicken  Breast Strips,avg. 1.25 lb/package  ($6.49/lb),$8.11,Aldi,2026-03-04,False,8.11,20.0,oz,False,0.4055,Private,Meat,False
Chicken Breast,"Simply Nature Organic Chicken Breasts, per lb",avg. 1 lb/package  ($5.79/lb),$5.79,Aldi,2026-03-04,False,5.79,16.0,oz,False,0.361875,Private,Meat,False
Chicken Breast,"Kirkwood Fresh Chicken Breasts, per lb",avg. 1.75 lb/package  ($3.29/lb),$5.76,Aldi,2026-03-04,False,5.76,28.0,oz,False,0.205714,National,Meat,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-03-04,False,5.37,43.2,oz,False,0.124306,National,Meat,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.65,Aldi,2026-03-04,False,1.65,20.0,oz,False,0.0825,National,Pantry,False
White Bread,"L'oven Fresh Keto  Friendly White Bread, 14 oz",14 oz,$4.95,Aldi,2026-03-04,False,4.95,14.0,oz,False,0.353571,National,Pantry,False
White Bread,"liveGfree Gluten Free Wide Pan White Bread, 20 oz",20 oz,$7.69,Aldi,2026-03-04,False,7.69,20.0,oz,False,0.3845,National,Pantry,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-03-04,False,0.55,8.0,oz,False,0.06875,National,Pantry,False
Dish Soap,"Dawn Ultra Dish Soap, 28 fl oz",28 fl oz,$4.95,Aldi,2026-03-04,False,4.95,28.0,oz,False,0.176786,National,Household,False
Whole Milk,Publix Lactaid Whole Milk,96 fl oz,Current price: $7.75,Publix,2026-03-04,False,7.75,96.0,oz,False,0.080729,Private,Dairy,False
Whole Milk,Publix Organic Valley® Whole Milk,64 fl oz,Current price: $4.95,Publix,2026-03-04,False,4.95,64.0,oz,False,0.077344,National,Dairy,False
Whole Milk,"Publix Publix Milk, Whole",1 gal,Current price: $4.73,Publix,2026-03-04,False,4.73,128.0,oz,False,0.036953,Private,Dairy,False
Whole Milk,"Publix Publix Milk, Whole",64 oz,Current price: $3.23,Publix,2026-03-04,False,3.23,64.0,oz,False,0.050469,Private,Dairy,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-03-04,False,2.43,,,True,,Private,Dairy,False
Large Eggs (12 count),Publix 12 ct,12 ct,Current price: $5.53,Publix,2026-03-04,False,5.53,12.0,count,False,0.460833,Private,Dairy,False
Large Eggs (12 count),Publix Eggland's Best Grade A Large White Eggs,12 ct,Current price: $4.41,Publix,2026-03-04,False,4.41,12.0,count,False,0.3675,National,Dairy,False
Large Eggs (12 count),"Publix Eggland's Best Cage Free Large Brown Eggs, 12 count",12 ct,Current price: $5.53,Publix,2026-03-04,False,5.53,12.0,count,False,0.460833,National,Dairy,False
Large Eggs (12 count),"Publix Eggland's Best Classic Extra Large White Eggs, 12 count",12 ct,Current price: $4.59,Publix,2026-03-04,False,4.59,12.0,count,False,0.3825,National,Dairy,False
Large Eggs (12 count),"Publix Eggland's Best 100% USDA Organic Certified Large Brown Eggs, 12 count",12 ct,Current price: $7.75,Publix,2026-03-04,False,7.75,12.0,count,False,0.645833,National,Dairy,False
Salted Butter,"Publix Land O Lakes Butter, Salted",1 lb,Current price: $6.63,Publix,2026-03-04,False,6.63,16.0,oz,False,0.414375,National,Dairy,False
Salted Butter,"Publix Truly Grass Fed Butter, Natural Creamy, Salted",,Current price: $12.19,Publix,2026-03-04,False,12.19,,,True,,Private,Dairy,False
Salted Butter,"Publix Publix Butter, Sweet Cream, Salted",16 oz,Current price: $5.31,Publix,2026-03-04,False,5.31,16.0,oz,False,0.331875,Private,Dairy,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-03-04,False,2.43,8.0,oz,False,0.30375,Private,Dairy,False
Salted Butter,"Publix Publix Whipped Butter, Salted",8 oz,Current price: $3.87,Publix,2026-03-04,False,3.87,8.0,oz,False,0.48375,Private,Dairy,False
Bananas,Publix Tru Fru Nature's Bananas Hyper-Chilled in Peanut Butter & Dark Chocolate,8 oz,Current price: $9.97,Publix,2026-03-04,False,9.97,8.0,oz,False,1.24625,Private,Produce,False
Bananas,Publix Banana,About 0.41 lb each,Current price: $0.33 each (estimated),Publix,2026-03-04,False,0.33,6.56,oz,False,0.050305,Private,Produce,False
Bananas,Publix Organic Bananas,About 0.46 lb each,Current price: $0.50 each (estimated),Publix,2026-03-04,False,0.5,7.36,oz,False,0.067935,Private,Produce,False
Bananas,Publix Publix Sweetened Banana Chips,15 oz,Current price: $6.09,Publix,2026-03-04,False,6.09,15.0,oz,False,0.406,Private,Produce,False
Bananas,Publix Tru Fru Nature's Bananas Hyper-Chilled in Peanut Butter & Dark Chocolate,8 oz,Current price: $9.97,Publix,2026-03-04,False,9.97,8.0,oz,False,1.24625,Private,Produce,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-03-04,False,1.59,8.64,oz,False,0.184028,Private,Produce,False
Gala Apples,Publix GreenWise Organic Gala Apples,2 lb,Current price: $6.63,Publix,2026-03-04,False,6.63,32.0,oz,False,0.207187,Private,Produce,False
Gala Apples,Publix Organic Gala Apple,About 0.42 lb each,Current price: $1.64 each (estimated),Publix,2026-03-04,False,1.64,6.72,oz,False,0.244048,Private,Produce,False
Gala Apples,Publix CMI Orchards Gala Snack Apples,2 lb,Current price: $5.53,Publix,2026-03-04,False,5.53,32.0,oz,False,0.172813,Private,Produce,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-03-04,False,2.97,,,True,,Private,Produce,False
Iceberg Lettuce,Publix Fresh Express Iceberg Lettuce Shreds,,Current price: $4.19,Publix,2026-03-04,False,4.19,,,True,,National,Produce,False
Ground Beef 80/20,"Publix Publix Ground Chuck Beef, USDA-Inspected",About 1.52 lb / package,Current price: $14.27 per package (estimated),Publix,2026-03-04,False,14.27,24.32,oz,False,0.58676,Private,Meat,False
Ground Beef 80/20,Publix GreenWise Ground Chuck 100% Beef 80% Lean 20% Fat,About 1.15 lb each,Current price: $12.64 each (estimated),Publix,2026-03-04,False,12.64,18.4,oz,False,0.686957,Private,Meat,False
Ground Beef 80/20,"Publix Schweid & Sons Ground Beef, 80%/20%, Butcher's Blend",16 oz,Current price: $9.19,Publix,2026-03-04,False,9.19,16.0,oz,False,0.574375,Private,Meat,False
Ground Beef 80/20,"Publix Publix Ground Chuck Beef, USDA-Inspected",About 3.2 lb / package,Current price: $29.09 per package (estimated),Publix,2026-03-04,False,29.09,51.2,oz,False,0.568164,Private,Meat,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-03-04,False,8.91,18.4,oz,False,0.484239,Private,Meat,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-04,False,9.43,18.08,oz,False,0.521571,National,Meat,False
Chicken Breast,Publix Just Bare Fully Cooked Lightly Breaded Chicken Breast Bites,1.5 lb,Current price: $15.49,Publix,2026-03-04,False,15.49,24.0,oz,False,0.645417,National,Meat,False
Chicken Breast,"Publix Publix Boneless Skinless Chicken Breast, USDA Grade A, 97% Fat Free",About 2.14 lb / package,Current price: $12.76 per package (estimated),Publix,2026-03-04,False,12.76,34.24,oz,False,0.372664,Private,Meat,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-03-04,False,9.43,18.08,oz,False,0.521571,National,Meat,False
Chicken Breast,"Publix Publix Chicken All Natural Boneless Skinless Chicken Breast (4 lb or more pkg), USDA Grade A, 97% Fat Free",About 4.81 lb each,Current price: $26.57 each (estimated),Publix,2026-03-04,False,26.57,76.96,oz,False,0.345244,Private,Meat,False
White Bread,"Publix Nature's Own Butterbread, Sliced White Bread, 20 oz Loaf",20 oz,Current price: $4.87,Publix,2026-03-04,False,4.87,20.0,oz,False,0.2435,National,Pantry,False
White Bread,"Publix Nature's Own Perfectly Crafted White Bread, Thick Sliced Non-GMO Sandwich Bread, 22 oz Loaf",22 oz,Current price: $5.31,Publix,2026-03-04,False,5.31,22.0,oz,False,0.241364,National,Pantry,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-03-04,False,2.65,20.0,oz,False,0.1325,Private,Pantry,False
White Bread,"Publix Publix Bread, White Sandwich",20 oz,Current price: $3.31,Publix,2026-03-04,False,3.31,20.0,oz,False,0.1655,Private,Pantry,False
White Bread,"Publix Publix Bread, White, Old Fashioned, Enriched",20 oz,Current price: $3.05,Publix,2026-03-04,False,3.05,20.0,oz,False,0.1525,Private,Pantry,False
Spaghetti Pasta,Publix Barilla Spaghetti - Non-GMO Pasta Made with Durum Wheat Semolina & Kosher Certified,1 lb,Current price: $2.19,Publix,2026-03-04,False,2.19,16.0,oz,False,0.136875,Private,Pantry,False
Spaghetti Pasta,"Publix Barilla Protein+ (Plus) Thin Spaghetti Pasta- Plant Based - Made from Lentils, Chickpeas & Peas",14.5 oz,Current price: $3.53,Publix,2026-03-04,False,3.53,14.5,oz,False,0.243448,Private,Pantry,False
Spaghetti Pasta,"Publix Ronzoni Spaghetti, 16 oz, Classic Pasta, Non-GMO, Great Taste",1 lb,Current price: $2.19,Publix,2026-03-04,False,2.19,16.0,oz,False,0.136875,Private,Pantry,False
Spaghetti Pasta,Publix Barilla Thin Spaghetti Pasta,16 oz,Current price: $2.19,Publix,2026-03-04,False,2.19,16.0,oz,False,0.136875,Private,Pantry,False
Spaghetti Pasta,"Publix Barilla Protein+ (Plus) Thin Spaghetti Pasta- Plant Based - Made from Lentils, Chickpeas & Peas",14.5 oz,Current price: $3.53,Publix,2026-03-04,False,3.53,14.5,oz,False,0.243448,Private,Pantry,False
Tomato Sauce,Publix Tuttorosso Tomato Sauce,28 oz,Current price: $2.87,Publix,2026-03-04,False,2.87,28.0,oz,False,0.1025,Private,Pantry,False
Tomato Sauce,Publix Publix Tomato Sauce,15 oz,Current price: $1.35,Publix,2026-03-04,False,1.35,15.0,oz,False,0.09,Private,Pantry,False
Tomato Sauce,Publix Publix Tomato Sauce,8 oz,Current price: $0.83,Publix,2026-03-04,False,0.83,8.0,oz,False,0.10375,Private,Pantry,False
Tomato Sauce,Publix Publix Tomato Sauce,29 oz,Current price: $2.43,Publix,2026-03-04,False,2.43,29.0,oz,False,0.083793,Private,Pantry,False
Tomato Sauce,"Publix Ragu Chunky Tomato, Garlic and Onion Pasta Sauce, Diced Tomatoes, Delicious Garlic and Onions, 24 oz",24 oz,Current price: $3.81,Publix,2026-03-04,False,3.81,24.0,oz,False,0.15875,Private,Pantry,False
Dish Soap,Publix Dawn Ultra Dish Soap,70 fl oz,Current price: $10.99,Publix,2026-03-04,False,10.99,70.0,oz,False,0.157,Private,Household,False
Dish Soap,"Publix Dawn Platinum EZ-Squeeze Dish Soap, Wild Jasmine",24.3 fl oz,Current price: $5.53,Publix,2026-03-04,False,5.53,24.3,oz,False,0.227572,Private,Household,False
Dish Soap,Publix Dawn Ultra Dish Soap,18 fl oz,Current price: $3.49,Publix,2026-03-04,False,3.49,18.0,oz,False,0.193889,Private,Household,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-03-04,False,2.09,7.5,oz,False,0.278667,Private,Household,False
Dish Soap,Publix Dawn PowerwashDish Spray Dish SoapFresh,16 oz,Current price: $5.53,Publix,2026-03-04,False,5.53,16.0,oz,False,0.345625,Private,Household,False
Whole Milk,"Walmart Lactaid Whole Milk, 64 oz",64 oz,$448current price $4.48,Walmart,2026-03-04,False,448.0,64.0,oz,False,7.0,National,Dairy,False
Whole Milk,"Walmart Horizon Organic DHA Omega-3 Whole Milk, DHA Whole, 64 fl oz Carton",64 fl oz Carton,$646current price $6.4610.1 ¢/fl oz,Walmart,2026-03-04,False,646.0,64.0,oz,False,10.09375,National,Dairy,False
Whole Milk,"Walmart Lactaid Whole Milk, 96 oz",96 oz,$638current price $6.386.6 ¢/fl oz,Walmart,2026-03-04,False,638.0,96.0,oz,False,6.645833,National,Dairy,False
Whole Milk,"Walmart Organic Valley Grassmilk Organic Grassfed Whole Milk, 59 fl oz",59 fl oz,$667current price $6.6710.4 ¢/fl oz,Walmart,2026-03-04,False,667.0,59.0,oz,False,11.305085,National,Dairy,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$338current price $3.382.6 ¢/fl oz,Walmart,2026-03-04,False,338.0,128.0,oz,False,2.640625,National,Dairy,False
Large Eggs (12 count),Walmart Pete & Gerry's Organic Eggs Large 12 Ct,,$587current price $5.8724.5 ¢/oz,Walmart,2026-03-04,False,587.0,12.0,count,False,48.916667,National,Dairy,False
Large Eggs (12 count),"Walmart Great Value Large White Eggs, 12 Count",12 Count,$167current price $1.677.0 ¢/oz,Walmart,2026-03-04,False,167.0,12.0,count,False,13.916667,National,Dairy,False
Large Eggs (12 count),"Walmart Eggland's Best Large White Eggs, 12 Count",12 Count,$387current price $3.8716.1 ¢/oz,Walmart,2026-03-04,False,387.0,12.0,count,False,32.25,National,Dairy,False
Large Eggs (12 count),"Walmart Marketside Large Cage-Free Brown Eggs, 12 Count",12 Count,$296current price $2.9612.3 ¢/oz,Walmart,2026-03-04,False,296.0,12.0,count,False,24.666667,National,Dairy,False
Large Eggs (12 count),"Walmart Eggland's Best Cage Free Large Brown Eggs, 12 Count",12 Count,$462current price $4.6219.3 ¢/oz,Walmart,2026-03-04,False,462.0,12.0,count,False,38.5,National,Dairy,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,"Now$257current price Now $2.57, Was $2.86$2.8632.1 ¢/oz",Walmart,2026-03-04,False,257.0,8.0,count,False,32.125,National,Dairy,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 8 Half Sticks, 1 lb Pack",1 lb Pack,"Now$446current price Now $4.46, Was $4.96$4.9627.9 ¢/oz",Walmart,2026-03-04,False,446.0,16.0,oz,False,27.875,National,Dairy,False
Salted Butter,"Walmart Kerrygold Grass-Fed Pure Irish Salted Butter Sticks, 8 oz, 2 Sticks",2 Sticks,$524current price $5.2465.5 ¢/oz,Walmart,2026-03-04,False,524.0,2.0,count,False,262.0,National,Dairy,False
Salted Butter,"Walmart Kerrygold Grass-Fed Salted Pure Irish Butter, 8 oz.",8 oz.,$484current price $4.8460.5 ¢/oz,Walmart,2026-03-04,False,484.0,8.0,oz,False,60.5,National,Dairy,False
Salted Butter,"Walmart Great Value Sweet Cream Salted Butter, 16 oz, 4 Sticks",4 Sticks,$344current price $3.4421.5 ¢/oz,Walmart,2026-03-04,False,344.0,4.0,count,False,86.0,National,Dairy,False
Bananas,"Walmart Fresh Banana, Each",Each,$020current price $0.20each (est.)50.0 ¢/lbFinal cost by weight,Walmart,2026-03-04,False,20.0,1.0,count,False,20.0,National,Produce,False
Bananas,"Walmart Marketside Fresh Organic Bananas, Bunch",Bunch,$171current price $1.71each (est.)74.0 ¢/lbFinal cost by weight,Walmart,2026-03-04,False,171.0,,,True,,National,Produce,False
Bananas,"Walmart Great Value Sliced Bananas, 16 oz Bag",16 oz Bag,$247current price $2.4715.4 ¢/oz,Walmart,2026-03-04,False,247.0,16.0,oz,False,15.4375,National,Produce,False
Bananas,"Walmart Dole Chef-Ready Cuts individually Quick Frozen Zip Bag Sliced Banana, 5 lb - Case of 2",5 lb - Case of 2,$8273current price $82.73,Walmart,2026-03-04,False,8273.0,80.0,oz,False,,National,Produce,False
Bananas,"Walmart Simple Kitchen Freeze-Dried Sliced Bananas, 1.6 oz",1.6 oz,"Now$331current price Now $3.31, Was $3.92$3.92$2.07/oz",Walmart,2026-03-04,False,331.0,1.6,oz,False,206.875,National,Produce,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,"Now$046current price Now $0.46, Was $0.73$0.73each (est.)94.0 ¢/lbFinal cost by weight",Walmart,2026-03-04,False,46.0,1.0,count,False,46.0,National,Produce,False
Gala Apples,"Walmart Fresh Gala Apples, 3 lb Bag",3 lb Bag,$217current price $2.1772.3 ¢/lb,Walmart,2026-03-04,False,217.0,48.0,oz,False,4.520833,National,Produce,False
Gala Apples,Walmart The Perfect Garnish Co. Dehydrated Apples Gala - 35 slices - Natural Fruit,,$1499current price $14.99,Walmart,2026-03-04,False,1499.0,,,True,,National,Produce,False
Gala Apples,"Walmart Fresh Organic Gala Apples, 3 lb Bag",3 lb Bag,$512current price $5.12$1.71/lb,Walmart,2026-03-04,False,512.0,48.0,oz,False,10.666667,National,Produce,False
Gala Apples,"Walmart Fresh Gala Apples, 9-Count Box (4 lb.)",9-Count Box (4 lb.),$2599current price $25.99,Walmart,2026-03-04,False,2599.0,9.0,count,False,,National,Produce,False
Iceberg Lettuce,Walmart Fieldpack Unbranded Fresh Iceberg Lettuce,,$228current price $2.28,Walmart,2026-03-04,False,228.0,,,True,,National,Produce,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$197current price $1.9724.6 ¢/oz,Walmart,2026-03-04,False,197.0,1.0,count,False,197.0,National,Produce,False
Iceberg Lettuce,"Walmart Marketside Organic Fresh Iceberg Lettuce, Each",Each,$266current price $2.66,Walmart,2026-03-04,False,266.0,1.0,count,False,266.0,National,Produce,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 16 oz Bag",16 oz Bag,$384current price $3.8424.0 ¢/oz,Walmart,2026-03-04,False,384.0,16.0,oz,False,24.0,National,Produce,False
Iceberg Lettuce,Walmart Iceberg Lettuce Seeds,,$495current price $4.95,Walmart,2026-03-04,False,495.0,,,True,,National,Produce,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 2.25 lb Tray, Fresh, All Natural*",All Natural*,$1643current price $16.43$7.30/lb,Walmart,2026-03-04,False,1643.0,36.0,oz,False,,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Tray, Fresh, All Natural*",All Natural*,$743current price $7.43$7.43/lb,Walmart,2026-03-04,False,743.0,16.0,oz,False,46.4375,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 5 lb Roll, Fresh, All Natural*",All Natural*,$2693current price $26.93$5.39/lb,Walmart,2026-03-04,False,2693.0,80.0,oz,False,,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$693current price $6.93$6.93/lb,Walmart,2026-03-04,False,693.0,16.0,oz,False,43.3125,National,Meat,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 3 lb Roll, Fresh, All Natural*",All Natural*,$1943current price $19.43$6.48/lb,Walmart,2026-03-04,False,1943.0,48.0,oz,False,,National,Meat,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,"Now$948current price Now $9.48, Was $10.67$10.67$4.12/lbFinal cost by weight",Walmart,2026-03-04,False,948.0,25.6,oz,False,37.03125,National,Meat,False
Chicken Breast,"Walmart Sanderson Farms, Boneless Skinless Chicken Breast Fillets with Rib Meat, 25g Protein, 3.0 - 4 lb",3.0 - 4 lb,"Now$1183current price Now $11.83, Was $13.54$13.54$3.47/lbFinal cost by weight",Walmart,2026-03-04,False,1183.0,48.0,oz,False,,National,Meat,False
Chicken Breast,"Walmart Freshness Guaranteed Boneless, Skinless Chicken Breasts, 4.7-6.1 lb Tray",4.7-6.1 lb Tray,$1157current price $11.57avg price$2.57/lbFinal cost by weight,Walmart,2026-03-04,False,1157.0,75.2,oz,False,,National,Meat,False
Chicken Breast,"Walmart Great Value All Natural Boneless Skinless Chicken Breasts, 3 lb (Frozen)",3 lb (Frozen),"Now$894current price Now $8.94, Was $9.94$9.94$2.98/lb",Walmart,2026-03-04,False,894.0,48.0,oz,False,18.625,National,Meat,False
Chicken Breast,"Walmart Perdue Harvestland, Free Range, Fresh Boneless Chicken Breasts, 1.3-1.9 lb. Tray",1.3-1.9 lb. Tray,"Now$273current price Now $2.73, Was $9.94$9.94$1.50/lbFinal cost by weight",Walmart,2026-03-04,False,273.0,20.8,oz,False,13.125,National,Meat,False
White Bread,"Walmart Sara Lee Sandwich White Bread, 24 oz, Plain Sandwich Bread, Bag",Bag,$262current price $2.6210.9 ¢/oz,Walmart,2026-03-04,False,262.0,1.0,count,False,262.0,National,Pantry,False
White Bread,"Walmart Dave's Killer Bread White Bread Done Right Organic Bread Loaf, 24 oz, Shelf-Stable (24 ounce)",Shelf-Stable (24 ounce),$642current price $6.4226.8 ¢/oz,Walmart,2026-03-04,False,642.0,24.0,oz,False,26.75,National,Pantry,False
White Bread,"Walmart Sara Lee White Bread, Half Loaf, 12 oz, Bread, Bag",Bag,$214current price $2.1417.8 ¢/oz,Walmart,2026-03-04,False,214.0,1.0,count,False,214.0,National,Pantry,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$148current price $1.487.4 ¢/oz,Walmart,2026-03-04,False,148.0,20.0,oz,False,7.4,National,Pantry,False
White Bread,"Walmart Great Value White Round Top Bread Loaf, 20 oz",20 oz,$148current price $1.487.4 ¢/oz,Walmart,2026-03-04,False,148.0,20.0,oz,False,7.4,National,Pantry,False
Spaghetti Pasta,"Walmart Brami Spaghetti High Protein Pasta, Made in Italy, 21g Protein, High Fiber, Low Carb Vs. Regular Pasta Noodles, Durum Wheat Plus Lupini Beans, Bronze Cut Shelf-Stable Noodles, 14.5 oz Box",14.5 oz Box,$324current price $3.24,Walmart,2026-03-04,False,324.0,14.5,oz,False,22.344828,National,Pantry,False
Spaghetti Pasta,"Walmart (3 pack) Brami Spaghetti High Protein Pasta, Made in Italy, 21g Protein, High Fiber, Low Carb Vs. Regular Pasta Noodles, Durum Wheat Plus Lupini Beans, Bronze Cut Shelf-Stable Noodles, 14.5 oz Box",14.5 oz Box,$972current price $9.72,Walmart,2026-03-04,False,972.0,14.5,oz,False,67.034483,National,Pantry,False
Spaghetti Pasta,"Walmart Brami Spaghetti High Protein Pasta, Made in Italy, 21g Protein, High Fiber, Low Carb Vs. Regular Pasta Noodles, Durum Wheat Plus Lupini Beans, Bronze Cut Shelf-Stable Noodles, 14.5 oz Box",14.5 oz Box,$324current price $3.2422.3 ¢/ozOptions from $3.24 – $9.72,Walmart,2026-03-04,False,324.0,14.5,oz,False,22.344828,National,Pantry,False
Spaghetti Pasta,"Walmart Carbe Diem Spaghetti Pasta, 12 OZ",12 OZ,$378current price $3.7831.5 ¢/oz,Walmart,2026-03-04,False,378.0,12.0,oz,False,31.5,National,Pantry,False
Spaghetti Pasta,"Walmart Miracle Noodle Egg White Spaghetti High Protein, Low Carb Pasta, 3.5 oz",3.5 oz,$492current price $4.92$1.41/oz,Walmart,2026-03-04,False,492.0,3.5,oz,False,140.571429,National,Pantry,False
Tomato Sauce,"Walmart RAGU Chunky Tomato Garlic and Onion Pasta Sauce, 45 oz",45 oz,$374current price $3.74,Walmart,2026-03-04,False,374.0,45.0,oz,False,8.311111,National,Pantry,False
Tomato Sauce,"Walmart Classico Fire Roasted Tomato & Garlic Pasta Sauce, 24 oz Jar",24 oz Jar,$298current price $2.9812.4 ¢/ozOptions from $2.98 – $17.88,Walmart,2026-03-04,False,298.0,24.0,oz,False,12.416667,National,Pantry,False
Tomato Sauce,"Walmart Classico Tomato & Basil Pasta Sauce, 24 oz Jar",24 oz Jar,$242current price $2.4210.1 ¢/ozOptions from $2.42 – $4.84,Walmart,2026-03-04,False,242.0,24.0,oz,False,10.083333,National,Pantry,False
Tomato Sauce,"Walmart Sonoma Gourmet Creamy Tomato Parmesan Pasta Sauce, 24.5 Ounce",24.5 Ounce,$798current price $7.9832.6 ¢/oz,Walmart,2026-03-04,False,798.0,,,True,,National,Pantry,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 15 oz",15 oz,$148current price $1.489.9 ¢/oz,Walmart,2026-03-04,False,148.0,15.0,oz,False,9.866667,National,Pantry,False
Dish Soap,"Walmart Dawn Platinum Plus Dishwashing Soap, Powe suds, EZ-Squeeze Bottle, 13.6 oz",13.6 oz,"Now$354current price Now $3.54, Was $3.94$3.9426.0 ¢/fl oz",Walmart,2026-03-04,False,354.0,13.6,oz,False,26.029412,National,Household,False
Dish Soap,"Walmart Dawn EZ-Squeeze Ultra Dish Soap Dishwashing Liquid, Original Scent, 22.0 fl oz",22.0 fl oz,"Now$354current price Now $3.54, Was $3.94$3.9416.1 ¢/fl oz",Walmart,2026-03-04,False,354.0,22.0,oz,False,16.090909,National,Household,False
Dish Soap,"Walmart Ajax Ultra Triple Action Dishwashing Liquid Dish Soap, Orange Scent, 90 Fluid Ounce",90 Fluid Ounce,$597current price $5.976.6 ¢/fl oz,Walmart,2026-03-04,False,597.0,,,True,,National,Household,False
Dish Soap,"Walmart Dawn Platinum Plus Dishwashing Soap, Powe suds, EZ-Squeeze Bottle, 13.6 oz",13.6 oz,"Now$354current price Now $3.54, Was $3.94$3.9426.0 ¢/fl oz",Walmart,2026-03-04,False,354.0,13.6,oz,False,26.029412,National,Household,False
Dish Soap,"Walmart Dawn Ultra, EZ Squeeze Dish Soap Orange, 22oz",22oz,"Now$354current price Now $3.54, Was $3.94$3.9416.1 ¢/fl ozOptions from $3.54 – $55.00",Walmart,2026-03-04,False,354.0,22.0,oz,False,16.090909,National,Household,False
Whole Milk,"Friendly Farms Whole  Milk, 1 gal",1 gal,$3.75,Aldi,2026-03-06,False,3.75,128.0,oz,False,0.029297,Private,Dairy,False
